Order Date,Order ID,Returned,Sheet,Table Name
10/15/2017,CA-2017-106033,,orders,orders
5/23/2016,CA-2016-142762,,orders,orders
6/2/2017,CA-2017-127705,,orders,orders
6/2/2017,CA-2017-127705,,orders,orders
2/16/2014,CA-2014-122567,,orders,orders
2/16/2014,CA-2014-122567,,orders,orders
5/6/2014,CA-2014-121664,,orders,orders
5/16/2016,CA-2016-122133,,orders,orders
4/2/2017,US-2017-123281,,orders,orders
3/31/2017,CA-2017-100524,,orders,orders
3/31/2017,CA-2017-100524,,orders,orders
3/31/2017,CA-2017-100524,,orders,orders
1/2/2017,CA-2017-113481,,orders,orders
1/2/2017,CA-2017-113481,,orders,orders
1/2/2017,CA-2017-113481,,orders,orders
5/28/2015,CA-2015-131758,,orders,orders
5/28/2015,CA-2015-131758,,orders,orders
3/17/2014,CA-2014-118339,,orders,orders
3/17/2014,CA-2014-118339,,orders,orders
3/17/2014,CA-2014-118339,,orders,orders
3/17/2014,CA-2014-118339,,orders,orders
3/17/2014,CA-2014-118339,,orders,orders
10/3/2014,CA-2014-153976,,orders,orders
3/28/2016,CA-2016-162901,,orders,orders
5/4/2017,CA-2017-162978,,orders,orders
5/4/2017,CA-2017-162978,,orders,orders
5/4/2017,CA-2017-162978,,orders,orders
7/5/2014,US-2014-160444,,orders,orders
7/5/2014,US-2014-160444,,orders,orders
5/5/2016,CA-2016-145247,,orders,orders
4/26/2017,CA-2017-160045,,orders,orders
9/26/2014,US-2014-151925,,orders,orders
10/19/2017,CA-2017-125199,,orders,orders
10/19/2017,CA-2017-125199,,orders,orders
10/19/2017,CA-2017-125199,,orders,orders
11/10/2017,US-2017-155425,,orders,orders
11/10/2017,US-2017-155425,,orders,orders
11/10/2017,US-2017-155425,,orders,orders
11/10/2017,US-2017-155425,,orders,orders
11/10/2017,US-2017-155425,,orders,orders
7/8/2017,CA-2017-133249,,orders,orders
12/24/2015,US-2015-103471,,orders,orders
12/24/2015,US-2015-103471,,orders,orders
3/7/2017,CA-2017-136672,,orders,orders
4/1/2014,US-2014-157021,,orders,orders
4/1/2014,US-2014-157021,,orders,orders
9/14/2015,CA-2015-120362,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
8/4/2014,CA-2014-126361,,orders,orders
9/3/2016,US-2016-100566,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
2/5/2016,US-2016-108504,,orders,orders
7/3/2017,CA-2017-124828,,orders,orders
10/9/2017,US-2017-117247,,orders,orders
10/9/2017,US-2017-117247,,orders,orders
11/24/2016,CA-2016-124485,,orders,orders
11/24/2016,CA-2016-124485,,orders,orders
11/24/2016,CA-2016-124485,,orders,orders
11/24/2016,CA-2016-124485,,orders,orders
11/1/2016,CA-2016-159212,,orders,orders
11/1/2016,CA-2016-159212,,orders,orders
4/19/2016,US-2016-161396,,orders,orders
4/19/2016,US-2016-161396,,orders,orders
4/6/2014,US-2014-118486,,orders,orders
4/6/2014,US-2014-118486,,orders,orders
4/6/2014,US-2014-118486,,orders,orders
9/2/2016,CA-2016-130407,,orders,orders
9/2/2016,CA-2016-130407,,orders,orders
9/25/2016,US-2016-122245,,orders,orders
11/4/2017,CA-2017-105144,,orders,orders
7/9/2016,CA-2016-136329,,orders,orders
7/9/2016,CA-2016-136329,,orders,orders
6/30/2014,CA-2014-146640,,orders,orders
1/28/2017,CA-2017-115994,,orders,orders
1/28/2017,CA-2017-115994,,orders,orders
9/21/2015,CA-2015-126697,,orders,orders
9/21/2015,CA-2015-126697,,orders,orders
9/21/2015,CA-2015-126697,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
9/26/2015,CA-2015-124800,,orders,orders
10/31/2015,US-2015-164448,,orders,orders
10/31/2015,US-2015-164448,,orders,orders
10/31/2015,US-2015-164448,,orders,orders
10/31/2015,US-2015-164448,,orders,orders
11/26/2017,CA-2017-122700,,orders,orders
12/19/2014,CA-2014-120768,,orders,orders
12/19/2014,CA-2014-120768,,orders,orders
12/19/2014,CA-2014-120768,,orders,orders
12/26/2016,US-2016-153129,,orders,orders
6/20/2017,CA-2017-106852,,orders,orders
6/20/2017,CA-2017-106852,,orders,orders
10/15/2015,CA-2015-139731,,orders,orders
10/15/2015,CA-2015-139731,,orders,orders
4/12/2017,CA-2017-122735,,orders,orders
4/12/2017,CA-2017-122735,,orders,orders
12/19/2017,CA-2017-128160,,orders,orders
8/5/2017,CA-2017-117695,,orders,orders
10/1/2015,CA-2015-166135,,orders,orders
5/23/2016,CA-2016-133725,,orders,orders
6/13/2017,CA-2017-102337,,orders,orders
6/13/2017,CA-2017-102337,,orders,orders
6/13/2017,CA-2017-102337,,orders,orders
4/23/2014,US-2014-112564,,orders,orders
5/1/2015,CA-2015-145821,,orders,orders
7/19/2015,US-2015-160150,,orders,orders
11/26/2016,CA-2016-133711,,orders,orders
11/26/2016,CA-2016-133711,,orders,orders
11/26/2016,CA-2016-133711,,orders,orders
11/26/2016,CA-2016-133711,,orders,orders
6/12/2017,CA-2017-148474,,orders,orders
6/12/2017,CA-2017-148474,,orders,orders
8/17/2015,CA-2015-111297,,orders,orders
9/25/2016,CA-2016-123722,,orders,orders
5/4/2014,CA-2014-155271,,orders,orders
12/1/2015,CA-2015-119907,,orders,orders
3/11/2016,US-2016-128902,,orders,orders
8/26/2016,CA-2016-152289,,orders,orders
8/26/2016,CA-2016-152289,,orders,orders
12/16/2016,US-2016-104794,,orders,orders
8/8/2014,CA-2014-151708,,orders,orders
8/8/2014,CA-2014-151708,,orders,orders
5/16/2015,CA-2015-100769,,orders,orders
12/9/2017,CA-2017-139199,,orders,orders
12/9/2017,CA-2017-139199,,orders,orders
12/9/2017,CA-2017-139199,,orders,orders
9/24/2015,US-2015-161466,,orders,orders
7/11/2017,CA-2017-164959,,orders,orders
12/1/2015,US-2015-105676,,orders,orders
11/19/2016,CA-2016-113138,,orders,orders
11/19/2016,CA-2016-113138,,orders,orders
3/19/2017,US-2017-104955,,orders,orders
11/13/2016,CA-2016-121958,,orders,orders
11/19/2017,CA-2017-121468,,orders,orders
12/2/2016,US-2016-108455,,orders,orders
12/2/2016,US-2016-108455,,orders,orders
12/2/2016,US-2016-108455,,orders,orders
8/25/2017,CA-2017-101210,,orders,orders
8/25/2017,CA-2017-101210,,orders,orders
10/14/2016,US-2016-108098,,orders,orders
11/27/2014,CA-2014-119032,,orders,orders
11/3/2015,CA-2015-140410,,orders,orders
11/3/2015,CA-2015-140410,,orders,orders
11/3/2015,CA-2015-140410,,orders,orders
11/29/2014,CA-2014-136280,,orders,orders
4/30/2017,CA-2017-151911,,orders,orders
11/24/2017,CA-2017-166436,,orders,orders
11/24/2017,CA-2017-166436,,orders,orders
10/30/2017,CA-2017-139661,,orders,orders
12/17/2014,CA-2014-123925,,orders,orders
9/4/2017,CA-2017-152485,,orders,orders
9/4/2017,CA-2017-152485,,orders,orders
9/4/2017,CA-2017-152485,,orders,orders
10/17/2016,CA-2016-141586,,orders,orders
11/12/2017,CA-2017-130386,,orders,orders
11/12/2017,CA-2017-130386,,orders,orders
11/12/2017,CA-2017-130386,,orders,orders
11/24/2016,CA-2016-100468,,orders,orders
11/24/2016,CA-2016-100468,,orders,orders
8/1/2015,CA-2015-153388,,orders,orders
8/1/2015,CA-2015-153388,,orders,orders
12/24/2017,CA-2017-154935,,orders,orders
9/17/2016,CA-2016-134208,,orders,orders
12/10/2017,CA-2017-108294,,orders,orders
9/12/2017,CA-2017-103611,,orders,orders
6/24/2017,CA-2017-100384,,orders,orders
6/24/2017,CA-2017-100384,,orders,orders
8/18/2017,CA-2017-112809,,orders,orders
8/18/2017,CA-2017-112809,,orders,orders
8/18/2017,CA-2017-112809,,orders,orders
12/11/2017,US-2017-160759,,orders,orders
12/10/2017,CA-2017-148446,,orders,orders
2/3/2014,CA-2014-111059,,orders,orders
2/3/2014,CA-2014-111059,,orders,orders
2/11/2017,CA-2017-116204,,orders,orders
4/16/2017,CA-2017-109946,,orders,orders
12/6/2015,CA-2015-144806,,orders,orders
12/6/2015,CA-2015-144806,,orders,orders
12/6/2015,CA-2015-144806,,orders,orders
12/6/2015,CA-2015-144806,,orders,orders
12/6/2015,CA-2015-144806,,orders,orders
7/22/2016,CA-2016-122392,,orders,orders
7/22/2016,CA-2016-122392,,orders,orders
11/7/2015,CA-2015-148432,,orders,orders
11/7/2015,CA-2015-148432,,orders,orders
3/26/2015,CA-2015-103793,,orders,orders
8/31/2017,CA-2017-159884,,orders,orders
8/31/2017,CA-2017-159884,,orders,orders
12/4/2016,CA-2016-139885,,orders,orders
2/10/2017,CA-2017-124086,,orders,orders
10/29/2016,CA-2016-112389,,orders,orders
10/29/2016,CA-2016-112389,,orders,orders
9/15/2017,CA-2017-121888,,orders,orders
9/15/2017,CA-2017-121888,,orders,orders
9/15/2017,CA-2017-121888,,orders,orders
9/15/2017,CA-2017-121888,,orders,orders
3/11/2014,CA-2014-166884,,orders,orders
3/11/2014,CA-2014-166884,,orders,orders
2/4/2014,CA-2014-107181,,orders,orders
2/4/2014,CA-2014-107181,,orders,orders
12/31/2014,CA-2014-150245,,orders,orders
11/23/2015,CA-2015-111395,,orders,orders
11/23/2015,CA-2015-111395,,orders,orders
11/23/2015,CA-2015-111395,,orders,orders
7/6/2014,CA-2014-134278,,orders,orders
11/13/2017,US-2017-124926,,orders,orders
6/17/2016,CA-2016-159345,,orders,orders
5/3/2014,CA-2014-130274,,orders,orders
10/16/2017,CA-2017-158386,,orders,orders
2/6/2015,CA-2015-111507,,orders,orders
9/4/2017,CA-2017-120761,,orders,orders
5/9/2016,CA-2016-109176,,orders,orders
5/9/2016,CA-2016-109176,,orders,orders
3/16/2015,CA-2015-112116,,orders,orders
4/9/2016,CA-2016-126809,,orders,orders
4/4/2014,CA-2014-105172,,orders,orders
9/5/2017,CA-2017-107293,,orders,orders
6/30/2017,US-2017-102890,,orders,orders
11/9/2015,CA-2015-158554,,orders,orders
3/4/2014,CA-2014-116239,,orders,orders
3/19/2015,CA-2015-132101,,orders,orders
11/29/2015,CA-2015-129112,,orders,orders
11/29/2015,CA-2015-129112,,orders,orders
6/11/2017,US-2017-152002,,orders,orders
11/26/2017,CA-2017-165029,,orders,orders
11/23/2014,US-2014-157385,,orders,orders
11/23/2014,US-2014-157385,,orders,orders
11/23/2014,US-2014-157385,,orders,orders
11/23/2014,US-2014-157385,,orders,orders
12/15/2014,CA-2014-101602,,orders,orders
12/15/2014,CA-2014-101602,,orders,orders
4/22/2016,CA-2016-109057,,orders,orders
5/23/2016,CA-2016-154403,,orders,orders
2/27/2016,CA-2016-102456,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
8/9/2015,CA-2015-131338,,orders,orders
5/12/2016,CA-2016-109911,,orders,orders
4/15/2016,US-2016-132423,,orders,orders
4/15/2016,US-2016-132423,,orders,orders
6/23/2015,CA-2015-122826,,orders,orders
10/19/2014,CA-2014-117317,,orders,orders
3/24/2015,CA-2015-118423,,orders,orders
5/8/2017,CA-2017-149181,,orders,orders
10/16/2017,CA-2017-132234,,orders,orders
11/19/2017,CA-2017-158876,,orders,orders
11/19/2017,CA-2017-158876,,orders,orders
11/19/2017,CA-2017-158876,,orders,orders
11/19/2017,CA-2017-158876,,orders,orders
5/8/2016,CA-2016-164672,,orders,orders
12/11/2016,US-2016-132857,,orders,orders
11/30/2017,CA-2017-116645,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
4/19/2016,US-2016-115819,,orders,orders
5/26/2014,CA-2014-156349,,orders,orders
5/26/2014,CA-2014-156349,,orders,orders
5/26/2014,CA-2014-156349,,orders,orders
12/21/2017,CA-2017-138380,,orders,orders
3/15/2016,US-2016-113509,,orders,orders
8/10/2015,CA-2015-130022,,orders,orders
8/10/2015,CA-2015-130022,,orders,orders
8/10/2015,CA-2015-130022,,orders,orders
9/10/2016,US-2016-118780,,orders,orders
9/10/2016,US-2016-118780,,orders,orders
7/8/2017,CA-2017-108560,,orders,orders
7/8/2017,CA-2017-108560,,orders,orders
7/8/2017,CA-2017-108560,,orders,orders
7/8/2017,CA-2017-108560,,orders,orders
12/19/2015,CA-2015-157084,,orders,orders
12/19/2015,CA-2015-157084,,orders,orders
11/16/2015,CA-2015-164539,,orders,orders
9/24/2015,CA-2015-143119,,orders,orders
6/21/2017,CA-2017-101049,,orders,orders
6/21/2017,CA-2017-101049,,orders,orders
5/8/2016,CA-2016-106530,,orders,orders
5/8/2016,CA-2016-106530,,orders,orders
5/8/2016,CA-2016-106530,,orders,orders
5/8/2016,CA-2016-106530,,orders,orders
5/8/2016,CA-2016-106530,,orders,orders
11/26/2014,CA-2014-168984,,orders,orders
11/26/2014,CA-2014-168984,,orders,orders
11/26/2014,CA-2014-168984,,orders,orders
5/26/2016,CA-2016-157266,,orders,orders
5/26/2016,CA-2016-157266,,orders,orders
5/26/2016,CA-2016-157266,,orders,orders
5/26/2016,CA-2016-157266,,orders,orders
11/29/2014,US-2014-134712,,orders,orders
3/19/2015,CA-2015-111829,,orders,orders
3/19/2015,CA-2015-111829,,orders,orders
3/19/2015,CA-2015-111829,,orders,orders
11/1/2015,CA-2015-105221,,orders,orders
11/1/2015,CA-2015-105221,,orders,orders
9/26/2015,CA-2015-120341,,orders,orders
9/26/2015,CA-2015-120341,,orders,orders
8/29/2014,CA-2014-135699,,orders,orders
8/29/2014,CA-2014-135699,,orders,orders
11/18/2017,US-2017-132444,,orders,orders
11/18/2017,US-2017-132444,,orders,orders
11/18/2017,US-2017-132444,,orders,orders
11/18/2017,US-2017-132444,,orders,orders
11/18/2017,US-2017-132444,,orders,orders
5/12/2014,CA-2014-127159,,orders,orders
1/20/2017,CA-2017-161809,,orders,orders
10/30/2017,CA-2017-127285,,orders,orders
10/30/2017,CA-2017-127285,,orders,orders
4/30/2017,CA-2017-144526,,orders,orders
4/30/2017,CA-2017-144526,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
11/24/2016,CA-2016-128531,,orders,orders
1/10/2015,US-2015-157154,,orders,orders
10/19/2017,CA-2017-159457,,orders,orders
3/22/2016,CA-2016-107615,,orders,orders
7/3/2017,CA-2017-111647,,orders,orders
12/11/2015,CA-2015-150560,,orders,orders
9/17/2015,CA-2015-143077,,orders,orders
9/17/2015,CA-2015-143077,,orders,orders
5/18/2016,CA-2016-122728,,orders,orders
5/18/2016,CA-2016-122728,,orders,orders
9/7/2014,CA-2014-122882,,orders,orders
9/7/2014,CA-2014-122882,,orders,orders
9/7/2014,CA-2014-122882,,orders,orders
9/7/2014,CA-2014-122882,,orders,orders
9/29/2016,US-2016-101497,,orders,orders
11/7/2016,CA-2016-147585,,orders,orders
4/24/2017,CA-2017-149489,,orders,orders
4/24/2017,CA-2017-149489,,orders,orders
4/24/2017,CA-2017-149489,,orders,orders
12/10/2017,CA-2017-143798,,orders,orders
12/10/2017,CA-2017-143798,,orders,orders
8/16/2014,CA-2014-142839,,orders,orders
12/9/2017,CA-2017-129833,,orders,orders
12/9/2017,CA-2017-129833,,orders,orders
3/14/2016,US-2016-154361,,orders,orders
6/26/2016,US-2016-158708,,orders,orders
9/25/2015,CA-2015-156335,,orders,orders
9/25/2015,CA-2015-156335,,orders,orders
9/25/2015,CA-2015-156335,,orders,orders
12/27/2015,CA-2015-148376,,orders,orders
12/27/2015,CA-2015-148376,,orders,orders
6/3/2014,CA-2014-135657,,orders,orders
7/13/2015,CA-2015-114069,,orders,orders
7/13/2015,CA-2015-114069,,orders,orders
7/13/2015,CA-2015-114069,,orders,orders
2/2/2014,CA-2014-139857,,orders,orders
3/8/2016,CA-2016-106306,,orders,orders
11/22/2015,CA-2015-100545,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
10/30/2017,CA-2017-123491,,orders,orders
1/30/2015,CA-2015-145401,,orders,orders
9/8/2017,US-2017-124968,,orders,orders
10/7/2017,CA-2017-104003,,orders,orders
4/30/2016,CA-2016-154788,,orders,orders
5/19/2016,CA-2016-169943,,orders,orders
5/19/2016,CA-2016-169943,,orders,orders
5/19/2016,CA-2016-169943,,orders,orders
5/19/2016,CA-2016-169943,,orders,orders
5/19/2016,CA-2016-169943,,orders,orders
12/20/2015,US-2015-123218,,orders,orders
12/20/2015,US-2015-123218,,orders,orders
12/20/2015,US-2015-123218,,orders,orders
12/19/2015,CA-2015-127453,,orders,orders
12/19/2015,CA-2015-127453,,orders,orders
12/19/2015,CA-2015-127453,,orders,orders
4/29/2017,US-2017-164056,,orders,orders
2/7/2016,CA-2016-106894,,orders,orders
2/7/2016,CA-2016-106894,,orders,orders
9/28/2014,CA-2014-125136,,orders,orders
9/28/2014,CA-2014-125136,,orders,orders
7/10/2016,US-2016-131149,,orders,orders
7/10/2016,US-2016-131149,,orders,orders
7/29/2017,CA-2017-101483,,orders,orders
7/29/2017,CA-2017-101483,,orders,orders
7/29/2017,CA-2017-101483,,orders,orders
9/3/2015,CA-2015-130204,,orders,orders
9/3/2015,CA-2015-130204,,orders,orders
9/3/2015,CA-2015-130204,,orders,orders
8/9/2014,CA-2014-110527,,orders,orders
10/30/2017,CA-2017-152807,,orders,orders
10/30/2017,CA-2017-152807,,orders,orders
10/30/2017,CA-2017-152807,,orders,orders
10/30/2017,CA-2017-152807,,orders,orders
6/6/2014,CA-2014-133270,,orders,orders
8/13/2016,CA-2016-155670,,orders,orders
8/13/2016,CA-2016-155670,,orders,orders
4/25/2014,US-2014-157406,,orders,orders
4/25/2014,US-2014-157406,,orders,orders
11/22/2015,CA-2015-139094,,orders,orders
10/14/2017,CA-2017-168837,,orders,orders
12/2/2017,CA-2017-116715,,orders,orders
12/2/2017,CA-2017-116715,,orders,orders
12/2/2017,CA-2017-116715,,orders,orders
12/8/2015,CA-2015-135622,,orders,orders
12/8/2015,CA-2015-135622,,orders,orders
7/13/2015,US-2015-107349,,orders,orders
5/11/2014,CA-2014-139017,,orders,orders
1/5/2014,CA-2014-141817,,orders,orders
9/5/2015,CA-2015-130785,,orders,orders
9/5/2015,CA-2015-130785,,orders,orders
9/5/2015,CA-2015-130785,,orders,orders
8/4/2016,CA-2016-110254,,orders,orders
8/4/2016,CA-2016-110254,,orders,orders
8/4/2016,CA-2016-110254,,orders,orders
8/4/2016,CA-2016-110254,,orders,orders
3/22/2014,US-2014-158057,,orders,orders
3/22/2014,US-2014-158057,,orders,orders
3/2/2017,CA-2017-146024,,orders,orders
3/2/2017,CA-2017-146024,,orders,orders
11/27/2016,CA-2016-129686,,orders,orders
11/27/2016,CA-2016-129686,,orders,orders
4/28/2014,CA-2014-118976,,orders,orders
4/28/2014,CA-2014-118976,,orders,orders
4/28/2014,CA-2014-118976,,orders,orders
4/28/2014,CA-2014-118976,,orders,orders
11/24/2015,CA-2015-105347,,orders,orders
11/24/2015,CA-2015-105347,,orders,orders
11/11/2016,CA-2016-124667,,orders,orders
11/11/2016,CA-2016-124667,,orders,orders
7/9/2015,CA-2015-111094,,orders,orders
7/9/2015,CA-2015-111094,,orders,orders
9/22/2017,CA-2017-166317,,orders,orders
9/22/2017,CA-2017-166317,,orders,orders
9/22/2017,CA-2017-166317,,orders,orders
9/22/2017,CA-2017-166317,,orders,orders
2/15/2015,CA-2015-154326,,orders,orders
2/15/2015,CA-2015-154326,,orders,orders
2/15/2015,CA-2015-154326,,orders,orders
9/30/2014,CA-2014-102008,,orders,orders
12/1/2014,CA-2014-120474,,orders,orders
12/1/2014,CA-2014-120474,,orders,orders
12/8/2014,CA-2014-104773,,orders,orders
9/5/2016,CA-2016-140774,,orders,orders
8/27/2017,US-2017-139465,,orders,orders
8/27/2017,US-2017-139465,,orders,orders
8/27/2017,US-2017-139465,,orders,orders
7/7/2016,CA-2016-100965,,orders,orders
8/8/2016,CA-2016-121034,,orders,orders
8/8/2016,CA-2016-121034,,orders,orders
11/13/2016,CA-2016-149461,,orders,orders
9/22/2017,CA-2017-158379,,orders,orders
9/22/2017,CA-2017-158379,,orders,orders
9/22/2017,CA-2017-158379,,orders,orders
12/25/2016,US-2016-116729,,orders,orders
12/25/2016,US-2016-116729,,orders,orders
12/25/2016,US-2016-116729,,orders,orders
2/11/2016,CA-2016-164938,,orders,orders
10/23/2016,CA-2016-165484,,orders,orders
10/23/2016,CA-2016-165484,,orders,orders
6/9/2014,CA-2014-132612,,orders,orders
11/20/2017,US-2017-161193,,orders,orders
11/20/2017,US-2017-161193,,orders,orders
9/14/2015,CA-2015-131597,,orders,orders
6/4/2015,CA-2015-164833,,orders,orders
6/4/2015,CA-2015-164833,,orders,orders
12/13/2015,CA-2015-125423,,orders,orders
5/25/2014,US-2014-130379,,orders,orders
5/25/2014,US-2014-130379,,orders,orders
2/16/2016,CA-2016-168956,,orders,orders
2/16/2016,CA-2016-168956,,orders,orders
2/16/2016,CA-2016-168956,,orders,orders
2/16/2016,CA-2016-168956,,orders,orders
12/22/2016,CA-2016-167507,,orders,orders
12/22/2016,CA-2016-167507,,orders,orders
12/22/2016,CA-2016-167507,,orders,orders
2/8/2016,CA-2016-109344,,orders,orders
7/13/2015,US-2015-140851,,orders,orders
5/18/2014,CA-2014-103373,,orders,orders
10/21/2017,CA-2017-145884,,orders,orders
10/21/2017,CA-2017-145884,,orders,orders
11/5/2015,CA-2015-131422,,orders,orders
8/1/2017,CA-2017-162691,,orders,orders
8/1/2017,CA-2017-162691,,orders,orders
6/21/2014,CA-2014-141278,,orders,orders
2/19/2017,CA-2017-122693,,orders,orders
8/1/2014,CA-2014-117345,,orders,orders
8/1/2014,CA-2014-117345,,orders,orders
8/1/2014,CA-2014-117345,,orders,orders
8/1/2014,CA-2014-117345,,orders,orders
7/18/2016,CA-2016-157763,,orders,orders
2/9/2015,CA-2015-135391,,orders,orders
2/9/2015,CA-2015-135391,,orders,orders
7/29/2017,US-2017-113852,,orders,orders
1/12/2017,US-2017-158512,,orders,orders
1/12/2017,US-2017-158512,,orders,orders
9/10/2017,CA-2017-128370,,orders,orders
9/10/2017,CA-2017-128370,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
7/20/2015,CA-2015-160472,,orders,orders
6/13/2014,CA-2014-114643,,orders,orders
5/12/2017,US-2017-158218,,orders,orders
5/12/2017,US-2017-158218,,orders,orders
9/3/2015,CA-2015-121608,,orders,orders
9/3/2015,CA-2015-121608,,orders,orders
3/26/2017,US-2017-121251,,orders,orders
3/26/2017,US-2017-121251,,orders,orders
11/12/2014,CA-2014-151078,,orders,orders
10/13/2016,US-2016-100839,,orders,orders
10/13/2016,US-2016-100839,,orders,orders
11/12/2017,US-2017-116659,,orders,orders
4/15/2017,CA-2017-118857,,orders,orders
6/25/2015,CA-2015-127110,,orders,orders
6/25/2015,CA-2015-127110,,orders,orders
8/26/2016,CA-2016-148201,,orders,orders
7/21/2014,CA-2014-116932,,orders,orders
7/21/2014,CA-2014-116932,,orders,orders
7/21/2014,CA-2014-116932,,orders,orders
11/21/2017,CA-2017-142888,,orders,orders
6/4/2014,CA-2014-147914,,orders,orders
3/10/2016,US-2016-112977,,orders,orders
3/25/2017,CA-2017-112039,,orders,orders
12/29/2017,CA-2017-118885,,orders,orders
12/29/2017,CA-2017-118885,,orders,orders
3/28/2017,US-2017-166611,,orders,orders
3/5/2015,CA-2015-109512,,orders,orders
3/5/2015,CA-2015-109512,,orders,orders
3/5/2015,CA-2015-109512,,orders,orders
11/13/2016,CA-2016-118570,,orders,orders
1/19/2017,CA-2017-154718,,orders,orders
4/22/2016,CA-2016-147578,,orders,orders
5/13/2014,CA-2014-140165,,orders,orders
5/13/2014,CA-2014-140165,,orders,orders
10/21/2014,CA-2014-142587,,orders,orders
10/21/2014,CA-2014-142587,,orders,orders
3/14/2014,CA-2014-157623,,orders,orders
3/14/2014,CA-2014-157623,,orders,orders
12/22/2017,CA-2017-145310,,orders,orders
11/24/2016,CA-2016-100083,,orders,orders
12/2/2017,US-2017-108063,,orders,orders
12/31/2015,CA-2015-109197,,orders,orders
10/3/2017,CA-2017-141789,,orders,orders
8/29/2014,CA-2014-169775,,orders,orders
8/29/2014,CA-2014-169775,,orders,orders
8/29/2014,CA-2014-169775,,orders,orders
6/29/2016,CA-2016-140543,,orders,orders
8/20/2016,CA-2016-151141,,orders,orders
10/21/2017,CA-2017-167094,,orders,orders
10/21/2017,CA-2017-167094,,orders,orders
10/21/2017,CA-2017-167094,,orders,orders
10/21/2017,CA-2017-154410,,orders,orders
5/17/2016,US-2016-150567,,orders,orders
5/17/2016,US-2016-150567,,orders,orders
2/3/2015,CA-2015-157959,,orders,orders
12/18/2017,CA-2017-105886,,orders,orders
11/15/2016,CA-2016-105963,,orders,orders
7/3/2017,CA-2017-121503,,orders,orders
7/3/2017,CA-2017-121503,,orders,orders
1/15/2014,CA-2014-103366,,orders,orders
4/30/2017,CA-2017-124597,,orders,orders
4/30/2017,CA-2017-124597,,orders,orders
4/30/2017,CA-2017-124597,,orders,orders
11/8/2015,CA-2015-105634,,orders,orders
10/30/2015,CA-2015-123673,,orders,orders
8/17/2017,US-2017-111423,,orders,orders
8/17/2017,US-2017-111423,,orders,orders
10/3/2015,CA-2015-125178,,orders,orders
7/8/2016,CA-2016-156685,,orders,orders
7/8/2016,CA-2016-156685,,orders,orders
12/5/2017,CA-2017-126865,,orders,orders
3/9/2017,CA-2017-102834,,orders,orders
6/9/2016,US-2016-139710,,orders,orders
11/28/2017,CA-2017-121538,,orders,orders
3/16/2017,US-2017-101539,,orders,orders
3/16/2017,US-2017-101539,,orders,orders
3/16/2017,US-2017-101539,,orders,orders
11/27/2016,CA-2016-152121,,orders,orders
8/6/2017,CA-2017-161200,,orders,orders
8/6/2017,CA-2017-161200,,orders,orders
11/27/2017,CA-2017-101245,,orders,orders
11/27/2017,CA-2017-101245,,orders,orders
5/25/2015,CA-2015-141768,,orders,orders
7/8/2016,CA-2016-112109,,orders,orders
7/8/2016,CA-2016-112109,,orders,orders
7/8/2016,CA-2016-112109,,orders,orders
7/8/2016,CA-2016-112109,,orders,orders
